time,open,high,low,close,volume,date,VOL,HH,LL,DR,MA,MA2,STD,RSI,WR,DMA,MAR,ADX,ATR,Price_Rise,open_btc,high_btc,low_btc,close_btc,volume_btc,date_btc,RSI_BTC,BTC/ETH
1534291200,278.1,305.0,275.64,281.2,118047.83586651,2018-08-15,3.0097235933222133,0.5901931189287511,1.10256,1.0111470693994964,0.6560727559488676,0.5521055503296634,0.11166502959905551,33.85992891392469,-73.95442023541199,1.0181772629008543,1.1883103793416407,83.46511253714738,27.550241722677544,1,0.04494,0.04639,0.044180000000000004,0.044789999999999996,14637.65156088,2018-08-15,30.89990039853588,6278.18709533378
1534377600,281.2,299.98,277.59,286.68,46911.51798546,2018-08-16,1.2189923305152548,0.5804791207090059,1.1103599999999998,1.0194879089615931,0.6737263638799196,0.5680139661533581,0.0768352010349767,34.31407735114857,-68.23967443068663,1.026908003374595,1.1861088001804874,80.84297113756699,27.18165302820058,1,0.044789999999999996,0.04629,0.0446,0.0454,5918.85641988,2018-08-16,31.591668169761,6314.537444933921
1534464000,286.68,318.54,284.9,317.96,64004.48139613,2018-08-17,1.6493303654023774,0.6163938232903751,1.1396,1.1091112041300404,0.750820811781908,0.6354313532893207,0.06022712873685576,36.84008585298002,-17.434090632972932,1.1144299110665783,1.181592327629526,72.9828666456334,27.642963526186257,1,0.0454,0.0485,0.0453,0.04825,12616.75089906,2018-08-17,34.70791012596965,6589.844559585492
1534550400,317.95,321.73,282.32,294.76,57173.7157815,2018-08-18,1.4470407047134743,0.6225666627965479,1.12928,0.927034847150585,0.7006777623952171,0.594163865943441,0.05757482058348631,35.798202990542784,-42.1256788207913,0.9332156906150652,1.1792668698939617,65.5374084230266,28.48346613145867,0,0.048260000000000004,0.048639999999999996,0.04485,0.04601,4774.12102349,2018-08-18,33.484578809515256,6406.433384046946
1534636800,294.76,306.74,288.53,299.47,28741.58188136,2018-08-19,0.7420478245539743,0.5935601222957545,1.1541199999999998,1.0159791016420139,0.7171099704315163,0.6082860721846891,0.046045981763886794,36.17215450170804,-31.737270594728844,1.0234518760523053,1.1789024987141015,59.332859904187615,27.74964712206877,1,0.04601,0.04741,0.04562,0.046169999999999996,7127.23765795,2018-08-19,33.655018053131144,6486.246480398529
1534723200,299.47,304.63,268.0,270.59,65039.78134098,2018-08-20,1.6332697954660758,0.5894771469484114,1.072,0.9035629612315088,0.6536283997300364,0.5542486284092621,0.05844666160092555,34.90027162198706,-71.29513453227385,0.9114758219533885,1.1793053987449678,57.40474199945991,28.383958041921,0,0.046169999999999996,0.046669999999999996,0.04244,0.043289999999999995,16852.34952156,2018-08-20,32.142257942903406,6250.6352506352505
1534809600,270.12,286.25,269.75,280.48,40846.87593767,2018-08-21,1.0050008847241558,0.5539107550601804,1.079,1.0365497616319894,0.6840007998868456,0.5798426932750406,0.05542042284610743,35.69044299079528,-76.7727526521496,1.0464673814194023,1.1796316618624683,55.797977078853485,27.5351038960695,1,0.043289999999999995,0.04406,0.0425,0.04336,6619.33065258,2018-08-21,32.21782199390996,6468.634686346863
1534896000,280.48,300.85,258.87,270.02,76359.42696245,2018-08-22,1.8098676165435177,0.5821626223925075,1.03548,0.9627067883628065,0.6647166473584888,0.5635480695942839,0.06337989876195205,35.22896466323915,-82.26216990136815,0.9718068275189927,1.1795207600250308,49.10348888842166,28.566882189207394,0,0.04336,0.04392,0.04141,0.04245,9239.54349999,2018-08-22,31.74883489414002,6360.895170789163
1534982400,270.02,281.2,268.22,275.72,40829.71206637,2018-08-23,0.9667713890259191,0.5441387050582452,1.07288,1.0211095474409304,0.6851875045974066,0.5806416287953774,0.06456771129880712,35.69133076844745,-73.19440025453385,1.0307963661212138,1.1800523259397098,43.524748729728465,27.453533461406863,1,0.04245,0.04326,0.042,0.042289999999999994,6902.23789323,2018-08-23,31.666133606073643,6519.744620477656
1535068800,275.72,283.4,270.2,281.56,27255.01603786,2018-08-24,0.643463321398385,0.5483958357521576,1.0808,1.0211809081677063,0.7062217038514116,0.5982879648625881,0.04058282391514603,36.167715086674725,-63.90391345847917,1.0306984571564304,1.180404329232351,38.00740787182111,26.435423928449232,1,0.042289999999999994,0.04241,0.04167,0.04205,7856.65584435,2018-08-24,31.540381113675313,6695.838287752676
1535155200,281.55,283.3,276.34,278.01,12214.41580324,2018-08-25,0.2901157166032503,0.5482023298115253,1.10536,0.9873916749538286,0.7040605612123184,0.5956719773841345,0.03566019973696546,36.002287679730806,-60.01671192813874,0.99693985241843,1.181960186047642,33.40962382356498,25.04432221927429,0,0.04205,0.04208,0.0411,0.0412,2363.37805507,2018-08-25,31.094127703575065,6747.815533980583
1535241600,278.01,278.01,269.21,274.07,17130.96623203,2018-08-26,0.40635370405884613,0.5379658655520725,1.07684,0.9858278479191396,0.7015434108622379,0.5925402240700147,0.016554598707061677,35.8167575494235,-66.7832167832168,0.9964248098973955,1.1839591345267784,32.172243555263016,23.884013489326126,0,0.04119,0.04122,0.04061,0.04083,4384.30353111,2018-08-26,30.89993678116806,6712.466323781533
1535328000,274.03,288.57,271.9,288.12,28746.88939223,2018-08-27,0.6690596414076304,0.5584000928828515,1.0876,1.051264275550042,0.7450821783335526,0.628453966597624,0.020287576433913785,36.998143296682514,-30.32396379228207,1.0620614017567394,1.1855795618052027,27.433588797449364,23.368726811517117,1,0.04083,0.04179,0.04069,0.041760000000000005,4661.79365744,2018-08-27,31.98932526285362,6899.425287356321
